date,site_id,region,behavior,cement_type,planned_pour_tonnes,consumed_tonnes,opening_inventory_tonnes,deliveries_tonnes,closing_inventory_tonnes,rain_mm,avg_temp_c,silo_capacity
2022-03-21,SITE_001,North,aggressive,CEM_II,48.52,38.81,38.16,34.32,33.67,1.2,32.47,448
2022-03-22,SITE_001,North,aggressive,CEM_II,40.45,40.45,33.67,41.35,34.57,5.06,15.47,448
2022-03-23,SITE_001,North,aggressive,CEM_III,45.71,45.71,34.57,41.86,30.72,2.53,20.43,448
2022-03-24,SITE_001,North,aggressive,CEM_I,59.4,53.87,30.72,23.15,0.0,3.07,22.18,448
2022-03-25,SITE_001,North,aggressive,CEM_III,32.28,15.12,0.0,15.12,0.0,5.02,22.83,448
2022-03-26,SITE_001,North,aggressive,CEM_I,56.9,36.7,0.0,36.7,0.0,0.82,21.76,448
2022-03-27,SITE_001,North,aggressive,CEM_II,36.72,23.8,0.0,23.8,0.0,0.95,15.24,448
2022-03-28,SITE_001,North,aggressive,CEM_I,43.82,24.57,0.0,24.57,0.0,2.14,20.21,448
2022-03-29,SITE_001,North,aggressive,CEM_I,39.65,29.25,0.0,29.25,0.0,3.5,17.53,448
2022-03-30,SITE_001,North,aggressive,CEM_I,30.08,13.38,0.0,13.38,0.0,5.82,13.85,448
2022-03-31,SITE_001,North,aggressive,CEM_III,46.1,19.44,0.0,19.44,0.0,4.55,20.2,448
2022-04-01,SITE_001,North,aggressive,CEM_II,31.1,31.1,0.0,38.53,7.43,7.13,28.9,448
2022-04-02,SITE_001,North,aggressive,CEM_II,0.0,0.0,7.43,44.69,52.12,11.28,21.26,448
2022-04-03,SITE_001,North,aggressive,CEM_III,0.0,0.0,52.12,22.88,75.0,2.19,15.64,448
2022-04-04,SITE_001,North,aggressive,CEM_II,46.06,46.06,75.0,23.72,52.66,1.19,18.86,448
2022-04-05,SITE_001,North,aggressive,CEM_II,32.61,32.61,52.66,33.47,53.52,3.21,26.7,448
2022-04-06,SITE_001,North,aggressive,CEM_I,46.93,46.93,53.52,23.5,30.09,6.84,13.44,448
2022-04-07,SITE_001,North,aggressive,CEM_III,59.6,49.58,30.09,19.49,0.0,11.5,12.89,448
2022-04-08,SITE_001,North,aggressive,CEM_II,40.96,40.96,0.0,44.03,3.07,0.54,22.93,448
2022-04-09,SITE_001,North,aggressive,CEM_III,54.51,19.91,3.07,16.84,0.0,0.46,23.92,448
2022-04-10,SITE_001,North,aggressive,CEM_I,51.55,29.06,0.0,29.06,0.0,5.52,20.64,448
2022-04-11,SITE_001,North,aggressive,CEM_I,45.9,40.71,0.0,40.71,0.0,9.12,15.34,448
2022-04-12,SITE_001,North,aggressive,CEM_II,34.63,31.3,0.0,31.3,0.0,0.46,23.05,448
2022-04-13,SITE_001,North,aggressive,CEM_III,46.47,37.38,0.0,37.38,0.0,0.27,15.53,448
2022-04-14,SITE_001,North,aggressive,CEM_III,50.45,33.83,0.0,33.83,0.0,0.46,17.87,448
2022-04-15,SITE_001,North,aggressive,CEM_I,55.52,26.34,0.0,26.34,0.0,3.19,10.91,448
2022-04-16,SITE_001,North,aggressive,CEM_III,58.15,12.66,0.0,12.66,0.0,13.51,14.56,448
2022-04-17,SITE_001,North,aggressive,CEM_III,53.86,16.55,0.0,16.55,0.0,6.76,25.52,448
2022-04-18,SITE_001,North,aggressive,CEM_I,37.07,37.07,0.0,46.31,9.24,0.9,20.91,448
2022-04-19,SITE_001,North,aggressive,CEM_III,51.41,44.2,9.24,34.96,0.0,1.9,28.13,448
2022-04-20,SITE_001,North,aggressive,CEM_III,45.08,45.08,0.0,45.98,0.9,3.88,23.66,448
2022-04-21,SITE_001,North,aggressive,CEM_III,46.29,24.21,0.9,23.31,0.0,2.42,23.95,448
2022-04-22,SITE_001,North,aggressive,CEM_II,34.18,34.18,0.0,34.8,0.62,6.56,19.91,448
2022-04-23,SITE_001,North,aggressive,CEM_II,52.57,41.76,0.62,41.14,0.0,3.81,20.28,448
2022-04-24,SITE_001,North,aggressive,CEM_II,51.42,40.19,0.0,40.19,0.0,0.77,20.55,448
2022-04-25,SITE_001,North,aggressive,CEM_I,33.82,33.82,0.0,41.89,8.07,0.54,8.02,448
2022-04-26,SITE_001,North,aggressive,CEM_III,42.27,18.56,8.07,10.49,0.0,0.81,22.55,448
2022-04-27,SITE_001,North,aggressive,CEM_III,40.37,40.37,0.0,46.34,5.97,4.56,27.64,448
2022-04-28,SITE_001,North,aggressive,CEM_III,43.86,22.1,5.97,16.13,0.0,4.38,21.62,448
2022-04-29,SITE_001,North,aggressive,CEM_III,51.78,11.27,0.0,14.09,2.82,4.41,31.19,448
2022-04-30,SITE_001,North,aggressive,CEM_I,57.67,18.92,2.82,16.1,0.0,12.55,19.53,448
2022-05-01,SITE_001,North,aggressive,CEM_I,33.13,33.13,0.0,46.43,13.3,4.29,12.09,448
2022-05-02,SITE_001,North,aggressive,CEM_I,59.55,28.29,13.3,14.99,0.0,0.66,28.15,448
2022-05-03,SITE_001,North,aggressive,CEM_III,41.97,23.41,0.0,23.41,0.0,12.68,18.91,448
2022-05-04,SITE_001,North,aggressive,CEM_I,48.11,26.58,0.0,26.58,0.0,8.12,24.01,448
2022-05-05,SITE_001,North,aggressive,CEM_III,52.13,18.98,0.0,18.98,0.0,9.96,18.13,448
2022-05-06,SITE_001,North,aggressive,CEM_III,37.45,16.62,0.0,16.62,0.0,3.01,22.4,448
2022-05-07,SITE_001,North,aggressive,CEM_III,0.0,0.0,0.0,36.54,36.54,0.17,23.46,448
2022-05-08,SITE_001,North,aggressive,CEM_I,34.46,34.46,36.54,13.41,15.49,0.98,14.67,448
2022-05-09,SITE_001,North,aggressive,CEM_I,41.92,0.0,15.49,41.99,57.48,28.84,30.93,448
2022-05-10,SITE_001,North,aggressive,CEM_II,0.0,0.0,57.48,28.88,86.36,2.15,18.26,448
2022-05-11,SITE_001,North,aggressive,CEM_I,42.02,42.02,86.36,16.21,60.55,4.16,24.8,448
2022-05-12,SITE_001,North,aggressive,CEM_I,32.27,32.27,60.55,20.89,49.17,1.0,4.45,448
2022-05-13,SITE_001,North,aggressive,CEM_III,34.68,34.68,49.17,36.36,50.85,11.39,24.71,448
2022-05-14,SITE_001,North,aggressive,CEM_III,37.62,37.62,50.85,30.22,43.45,0.14,18.15,448
2022-05-15,SITE_001,North,aggressive,CEM_III,49.58,49.58,43.45,13.98,7.85,4.52,21.48,448
2022-05-16,SITE_001,North,aggressive,CEM_II,48.1,48.1,7.85,48.51,8.26,1.39,7.89,448
2022-05-17,SITE_001,North,aggressive,CEM_III,0.0,0.0,8.26,13.42,21.68,14.45,15.8,448
2022-05-18,SITE_001,North,aggressive,CEM_III,33.68,33.68,21.68,35.72,23.72,1.17,11.77,448
2022-05-19,SITE_001,North,aggressive,CEM_III,37.78,37.78,23.72,33.61,19.55,6.09,18.07,448
2022-05-20,SITE_001,North,aggressive,CEM_I,40.36,40.36,19.55,24.51,3.7,1.56,20.55,448
2022-05-21,SITE_001,North,aggressive,CEM_II,44.62,44.62,3.7,41.99,1.07,9.87,14.91,448
2022-05-22,SITE_001,North,aggressive,CEM_III,45.37,39.02,1.07,37.95,0.0,2.77,17.84,448
2022-05-23,SITE_001,North,aggressive,CEM_II,59.53,16.87,0.0,16.87,0.0,2.58,19.51,448
2022-05-24,SITE_001,North,aggressive,CEM_III,54.68,42.6,0.0,42.6,0.0,1.59,10.29,448
2022-05-25,SITE_001,North,aggressive,CEM_II,54.89,10.44,0.0,10.44,0.0,3.45,15.41,448
2022-05-26,SITE_001,North,aggressive,CEM_I,37.99,20.03,0.0,20.03,0.0,0.74,12.62,448
2022-05-27,SITE_001,North,aggressive,CEM_I,42.56,30.76,0.0,30.76,0.0,5.01,29.68,448
2022-05-28,SITE_001,North,aggressive,CEM_II,52.14,34.13,0.0,34.13,0.0,0.24,14.66,448
2022-05-29,SITE_001,North,aggressive,CEM_I,51.65,47.97,0.0,47.97,0.0,1.41,7.98,448
2022-05-30,SITE_001,North,aggressive,CEM_II,34.05,20.8,0.0,20.8,0.0,2.53,11.46,448
2022-05-31,SITE_001,North,aggressive,CEM_I,44.89,23.37,0.0,23.37,0.0,3.88,16.73,448
2022-06-01,SITE_001,North,aggressive,CEM_I,40.33,26.51,0.0,26.51,0.0,7.37,13.76,448
2022-06-02,SITE_001,North,aggressive,CEM_III,54.57,37.79,0.0,37.79,0.0,6.1,10.29,448
2022-06-03,SITE_001,North,aggressive,CEM_II,33.09,33.09,0.0,42.3,9.21,1.59,26.38,448
2022-06-04,SITE_001,North,aggressive,CEM_I,35.55,0.0,9.21,44.92,54.13,16.36,18.03,448
2022-06-05,SITE_001,North,aggressive,CEM_I,52.77,52.77,54.13,35.49,36.85,6.59,19.61,448
2022-06-06,SITE_001,North,aggressive,CEM_III,59.63,0.0,36.85,11.58,48.43,19.71,15.74,448
2022-06-07,SITE_001,North,aggressive,CEM_III,59.98,59.98,48.43,28.93,17.38,6.11,17.92,448
2022-06-08,SITE_001,North,aggressive,CEM_III,57.73,57.73,17.38,47.77,7.42,1.88,15.88,448
2022-06-09,SITE_001,North,aggressive,CEM_II,31.65,31.65,7.42,30.9,6.67,3.21,11.0,448
2022-06-10,SITE_001,North,aggressive,CEM_I,32.31,30.26,6.67,23.59,0.0,5.17,7.41,448
2022-06-11,SITE_001,North,aggressive,CEM_III,39.46,39.46,0.0,41.63,2.17,6.45,20.69,448
2022-06-12,SITE_001,North,aggressive,CEM_II,56.3,30.65,2.17,28.48,0.0,1.92,17.79,448
2022-06-13,SITE_001,North,aggressive,CEM_III,56.24,0.0,0.0,47.56,47.56,23.2,14.71,448
2022-06-14,SITE_001,North,aggressive,CEM_I,44.39,44.39,47.56,20.87,24.04,8.02,10.54,448
2022-06-15,SITE_001,North,aggressive,CEM_II,42.53,42.53,24.04,39.5,21.01,2.54,20.01,448
2022-06-16,SITE_001,North,aggressive,CEM_II,55.58,54.57,21.01,33.56,0.0,1.36,11.3,448
2022-06-17,SITE_001,North,aggressive,CEM_I,59.63,25.37,0.0,25.37,0.0,1.62,8.61,448
2022-06-18,SITE_001,North,aggressive,CEM_II,48.02,48.02,0.0,49.57,1.55,5.69,17.39,448
2022-06-19,SITE_001,North,aggressive,CEM_III,42.05,20.77,1.55,19.22,0.0,6.8,11.23,448
2022-06-20,SITE_001,North,aggressive,CEM_II,53.39,12.31,0.0,12.31,0.0,8.88,10.06,448
2022-06-21,SITE_001,North,aggressive,CEM_I,45.55,0.0,0.0,31.0,31.0,17.39,11.45,448
2022-06-22,SITE_001,North,aggressive,CEM_I,34.62,34.62,31.0,18.98,15.36,1.51,2.64,448
2022-06-23,SITE_001,North,aggressive,CEM_III,31.05,31.05,15.36,44.41,28.72,1.27,27.46,448
2022-06-24,SITE_001,North,aggressive,CEM_I,56.66,56.66,28.72,44.49,16.55,3.06,3.99,448
2022-06-25,SITE_001,North,aggressive,CEM_I,46.53,42.89,16.55,26.34,0.0,8.29,7.71,448
2022-06-26,SITE_001,North,aggressive,CEM_II,45.98,14.38,0.0,14.38,0.0,2.33,15.54,448
2022-06-27,SITE_001,North,aggressive,CEM_I,55.54,29.22,0.0,29.22,0.0,11.24,6.19,448
2022-06-28,SITE_001,North,aggressive,CEM_II,46.31,39.36,0.0,39.36,0.0,4.49,8.33,448
2022-06-29,SITE_001,North,aggressive,CEM_I,34.72,23.36,0.0,23.36,0.0,3.68,15.82,448
2022-06-30,SITE_001,North,aggressive,CEM_I,56.43,11.17,0.0,11.17,0.0,1.36,5.79,448
2022-07-01,SITE_001,North,aggressive,CEM_II,54.6,46.35,0.0,46.35,0.0,8.74,13.23,448
2022-07-02,SITE_001,North,aggressive,CEM_III,35.79,23.06,0.0,23.06,0.0,0.01,17.92,448
2022-07-03,SITE_001,North,aggressive,CEM_III,0.0,0.0,0.0,42.75,42.75,4.1,11.63,448
2022-07-04,SITE_001,North,aggressive,CEM_III,57.96,57.96,42.75,47.49,32.28,0.69,15.67,448
2022-07-05,SITE_001,North,aggressive,CEM_II,58.42,58.42,32.28,40.84,14.7,5.82,8.39,448
2022-07-06,SITE_001,North,aggressive,CEM_III,55.57,51.74,14.7,37.04,0.0,6.16,5.92,448
2022-07-07,SITE_001,North,aggressive,CEM_III,33.9,10.98,0.0,10.98,0.0,2.95,9.02,448
2022-07-08,SITE_001,North,aggressive,CEM_III,0.0,0.0,0.0,16.36,16.36,0.11,8.4,448
2022-07-09,SITE_001,North,aggressive,CEM_I,33.07,26.45,16.36,31.08,20.99,3.16,-1.29,448
2022-07-10,SITE_001,North,aggressive,CEM_III,50.41,41.92,20.99,20.93,0.0,8.74,12.88,448
2022-07-11,SITE_001,North,aggressive,CEM_I,58.31,0.0,0.0,35.54,35.54,15.07,6.07,448
2022-07-12,SITE_001,North,aggressive,CEM_III,52.38,52.38,35.54,44.72,27.88,2.53,12.86,448
2022-07-13,SITE_001,North,aggressive,CEM_II,55.93,55.93,27.88,48.73,20.68,6.27,7.17,448
2022-07-14,SITE_001,North,aggressive,CEM_III,43.61,31.39,20.68,10.71,0.0,1.03,9.75,448
2022-07-15,SITE_001,North,aggressive,CEM_I,57.36,17.42,0.0,17.42,0.0,7.97,10.15,448
2022-07-16,SITE_001,North,aggressive,CEM_I,36.02,12.57,0.0,12.57,0.0,3.1,0.57,448
2022-07-17,SITE_001,North,aggressive,CEM_I,47.71,47.71,0.0,49.37,1.66,4.36,10.56,448
2022-07-18,SITE_001,North,aggressive,CEM_II,44.4,23.33,1.66,21.67,0.0,0.81,17.18,448
2022-07-19,SITE_001,North,aggressive,CEM_I,58.58,38.97,0.0,38.97,0.0,5.94,5.27,448
2022-07-20,SITE_001,North,aggressive,CEM_II,48.54,32.39,0.0,32.39,0.0,6.91,5.42,448
2022-07-21,SITE_001,North,aggressive,CEM_I,45.53,24.03,0.0,24.03,0.0,0.05,7.11,448
2022-07-22,SITE_001,North,aggressive,CEM_II,59.32,37.73,0.0,37.73,0.0,0.17,5.81,448
2022-07-23,SITE_001,North,aggressive,CEM_II,35.02,35.02,0.0,35.46,0.44,8.61,2.88,448
2022-07-24,SITE_001,North,aggressive,CEM_II,58.06,35.45,0.44,35.01,0.0,6.13,6.68,448
2022-07-25,SITE_001,North,aggressive,CEM_III,54.44,45.79,0.0,45.79,0.0,7.65,2.99,448
2022-07-26,SITE_001,North,aggressive,CEM_III,31.22,27.54,0.0,27.54,0.0,3.97,5.07,448
2022-07-27,SITE_001,North,aggressive,CEM_III,49.51,34.63,0.0,34.63,0.0,6.45,12.49,448
2022-07-28,SITE_001,North,aggressive,CEM_I,53.69,29.93,0.0,29.93,0.0,2.0,14.11,448
2022-07-29,SITE_001,North,aggressive,CEM_II,49.6,31.7,0.0,31.7,0.0,4.05,4.57,448
2022-07-30,SITE_001,North,aggressive,CEM_I,0.0,0.0,0.0,20.31,20.31,3.4,4.56,448
2022-07-31,SITE_001,North,aggressive,CEM_II,58.82,58.82,20.31,43.85,5.34,3.11,1.49,448
2022-08-01,SITE_001,North,aggressive,CEM_II,56.01,32.88,5.34,27.54,0.0,4.95,9.51,448
2022-08-02,SITE_001,North,aggressive,CEM_II,47.93,36.2,0.0,36.2,0.0,6.46,8.83,448
2022-08-03,SITE_001,North,aggressive,CEM_III,48.69,0.0,0.0,39.32,39.32,24.23,0.4,448
2022-08-04,SITE_001,North,aggressive,CEM_II,35.39,28.31,39.32,48.86,59.87,0.71,-2.12,448
2022-08-05,SITE_001,North,aggressive,CEM_II,32.92,32.92,59.87,33.72,60.67,1.0,4.42,448
2022-08-06,SITE_001,North,aggressive,CEM_II,32.86,32.86,60.67,22.49,50.3,4.33,10.27,448
2022-08-07,SITE_001,North,aggressive,CEM_I,37.11,37.11,50.3,45.35,58.54,2.55,12.85,448
2022-08-08,SITE_001,North,aggressive,CEM_II,43.46,43.46,58.54,15.83,30.91,2.92,11.81,448
2022-08-09,SITE_001,North,aggressive,CEM_I,35.01,35.01,30.91,11.47,7.37,2.98,6.92,448
2022-08-10,SITE_001,North,aggressive,CEM_I,46.01,45.59,7.37,38.22,0.0,6.67,4.42,448
2022-08-11,SITE_001,North,aggressive,CEM_III,33.36,12.28,0.0,12.28,0.0,2.96,4.58,448
2022-08-12,SITE_001,North,aggressive,CEM_II,31.18,28.09,0.0,28.09,0.0,3.79,9.03,448
2022-08-13,SITE_001,North,aggressive,CEM_II,50.65,29.2,0.0,29.2,0.0,13.58,3.84,448
2022-08-14,SITE_001,North,aggressive,CEM_II,58.55,35.77,0.0,44.72,8.95,5.79,-5.0,448
2022-08-15,SITE_001,North,aggressive,CEM_II,0.0,0.0,8.95,22.32,31.27,3.03,-5.0,448
2022-08-16,SITE_001,North,aggressive,CEM_II,51.99,48.8,31.27,17.53,0.0,6.1,17.76,448
2022-08-17,SITE_001,North,aggressive,CEM_III,35.31,35.31,0.0,43.52,8.21,6.56,0.65,448
2022-08-18,SITE_001,North,aggressive,CEM_II,30.53,24.42,8.21,43.24,27.03,14.47,-0.15,448
2022-08-19,SITE_001,North,aggressive,CEM_I,50.69,45.66,27.03,18.63,0.0,10.0,0.69,448
2022-08-20,SITE_001,North,aggressive,CEM_I,50.01,23.94,0.0,23.94,0.0,5.38,3.98,448
2022-08-21,SITE_001,North,aggressive,CEM_I,42.21,33.04,0.0,41.3,8.26,0.87,-5.0,448
2022-08-22,SITE_001,North,aggressive,CEM_I,33.27,33.27,8.26,40.61,15.6,4.19,7.02,448
2022-08-23,SITE_001,North,aggressive,CEM_I,53.93,53.93,15.6,42.71,4.38,13.0,6.76,448
2022-08-24,SITE_001,North,aggressive,CEM_II,49.47,39.59,4.38,35.21,0.0,0.64,1.45,448
2022-08-25,SITE_001,North,aggressive,CEM_I,43.46,19.94,0.0,24.93,4.99,4.71,-5.0,448
2022-08-26,SITE_001,North,aggressive,CEM_II,47.61,40.69,4.99,35.7,0.0,1.29,7.29,448
2022-08-27,SITE_001,North,aggressive,CEM_II,0.0,0.0,0.0,23.65,23.65,7.12,17.54,448
2022-08-28,SITE_001,North,aggressive,CEM_II,45.8,45.8,23.65,29.07,6.92,2.39,1.9,448
2022-08-29,SITE_001,North,aggressive,CEM_III,45.64,34.15,6.92,27.23,0.0,2.51,9.76,448
2022-08-30,SITE_001,North,aggressive,CEM_I,56.94,47.08,0.0,47.08,0.0,11.35,3.17,448
2022-08-31,SITE_001,North,aggressive,CEM_II,34.99,30.92,0.0,30.92,0.0,0.31,0.51,448
2022-09-01,SITE_001,North,aggressive,CEM_I,54.09,22.45,0.0,22.45,0.0,5.54,4.13,448
2022-09-02,SITE_001,North,aggressive,CEM_II,33.66,26.93,0.0,37.24,10.31,4.71,-3.67,448
2022-09-03,SITE_001,North,aggressive,CEM_I,35.54,35.54,10.31,41.74,16.51,1.0,5.9,448
